numero_de_cliente	prob
29186441	0.00109391625332383
29187961	0.000682108163267059
29193101	0.000854645091687099
29193281	0.000990731012672288
29198891	0.00252865562704535
29200651	0.00341013128919694
29201701	0.000492730614870744
29205441	0.143107100524446
29207901	0.00461529737975469
29243631	0.000713794986045307
29251231	0.00627797826387948
29257551	0.000413199523738134
29267141	0.00128125283024407
29277081	0.00401157704220565
29284331	0.00248148787922182
29286091	0.000730802982817906
29288251	0.00605374175408284
29289361	0.00161301137017903
29292171	0.00296903025608599
29297201	0.00449432960948528
29298431	0.00272422990466768
29300881	0.000653431268509523
29300941	0.000408015812309812
29304511	0.00320546098849223
29325391	0.00127862650963902
29344801	0.000566438250611533
29344861	0.00136334356694446
29346321	0.000416019445808504
29347841	0.000619000691876856
29347901	0.000422892647079596
29348781	0.000408921458915914
29352931	0.000625578960424496
29357321	0.015969829568343
29361471	0.000578641123409953
29362581	0.00040173207037168
29362871	0.00608920968429758
29363051	0.00086368166762179
29367201	0.00968109092061126
29367321	0.00850940082608458
29375271	0.00985304413781409
29389891	0.000545074913930671
29391591	0.00146118153292795
29393401	0.000673563341125164
29400771	0.00105151485861014
29404571	0.00171117038445127
29409661	0.000999795488155539
29411411	0.000884914510016215
29413051	0.00227836735640944
29414921	0.000668156190306527
29421061	0.00472062251665378
29431471	0.0147220927277717
29435681	0.000406164209952186
29439191	0.0102588400128897
29445271	0.00436504159470615
29448491	0.000420614708983346
29453171	0.0110618237673839
29455801	0.201540217326823
29456851	0.00259022393303828
29458431	0.000412328854943879
29459541	0.00389433278652982
29459891	0.00532737587399778
29464861	0.000395133292210024
29479891	0.00350012916743055
29487201	0.0395363313802622
29497031	0.00224139469953431
29499951	0.00174856199560252
29512231	0.00155760009563628
29515161	0.0152036319817587
29522821	0.000513285570836227
29524631	0.0333887049900352
29525331	0.000572419080615819
29525741	0.000794521119298987
29527261	0.000484717539376168
29531531	0.000513455779442486
29532231	0.000642155250031688
29536971	0.00465897568629947
29541301	0.000395483585129477
29542231	0.000414524011649692
29542701	0.00160477977538171
29550191	0.00043252892859379
29554631	0.000982231754352216
29571531	0.000496305204667751
29575511	0.0107216696443333
29577321	0.000918126841676899
29587731	0.000529214328496216
29592761	0.00230419653711559
29593291	0.00284953116403456
29599311	0.00043878612418291
29601531	0.00282574304088391
29609371	0.000567252577084367
29610361	0.000429609004161987
29611301	0.000439343554013092
29614051	0.0039974690100373
29614981	0.000821649447096409
29618961	0.00842782524232928
29624461	0.00988592690461436
29624751	0.002786964659821
29628261	0.00752438357138712
29635041	0.00304797966058412
29643171	0.00042381104835637
29644281	0.000425054409422082
29652351	0.0210651930293396
29652941	0.00156073591004754
29661361	0.00107757045406316
29662821	0.00285182997413959
29673351	0.000493275032082674
29673641	0.00343714349550123
29678261	0.000435691662659598
29688611	0.00583388908747162
29691771	0.000392107808987142
29700661	0.000627143055308696
29710311	0.00305955540230007
29716451	0.000422766439836404
29717211	0.0152192722035138
29718201	0.000639041985185689
29733351	0.00083089719803269
29734111	0.00226046503471674
29735281	0.00265069925071631
29741301	0.000484355165936775
29747091	0.000413483424150831
29749721	0.00214706356216665
29755341	0.261360187992675
29760311	0.000486218054249552
29773581	0.00043493139508243
29777211	0.00639018288695946
29778261	0.000389126758111888
29780251	0.014354568064098
29787911	0.0112793089057838
29794991	0.00208139121267473
29798791	0.000437481163713083
29804111	0.000527564692902437
29806391	0.00168794504169968
29814461	0.00833933950367731
29816331	0.0294681267690055
29818851	0.00224036777423851
29821301	0.00179295122855155
29821421	0.000611330682701856
29827911	0.0432673356570126
29852651	0.0093412675440196
29853881	0.180625505298652
29854991	0.000619840978505506
29859841	0.00160654852053613
29861011	0.00963440497548402
29861891	0.00162349069840904
29869491	0.000388158917684462
29874171	0.000794164158291362
29905051	0.00204031870215465
29908031	0.00263522016164058
29914871	0.00120950175672678
29916451	0.00153983474934146
29919841	0.00345564389593334
29923701	0.0104875060049031
29924991	0.00240284267502137
29926451	0.000935812806988216
29932941	0.00144988401590803
29941421	0.0259269166490283
29944291	0.000834483100268847
29945871	0.00288781549321968
29949731	0.00185717705341463
29954111	0.159258997157784
29954991	0.000775429341653275
29955631	0.000560105322702408
29956101	0.0331831952955742
29960781	0.00882284670987367
29963881	0.000432890539922459
29964991	0.000975793392771812
29972831	0.000476647580573314
29981541	0.00262192602457952
29988381	0.000414424148661833
29996981	0.00194655946854328
30004521	0.00326630174582927
30010141	0.0048406300255887
30012711	0.000501241820235095
30015341	0.000392540232699821
30017391	0.00386208647862827
30024291	0.000404220992484045
30031721	0.000556761798631735
30035341	0.0148241396997955
30041541	0.0702837378003215
30042421	0.000482688109649798
30043471	0.000666302832467971
30050551	0.000394974230583721
30052891	0.000508043711014897
