numero_de_cliente	prob
29186441	0.00104756835882885
29187961	0.000392114483757923
29193101	0.000313866980767039
29193281	0.000308094639496957
29198891	0.000580781534676179
29200651	0.0101839107253299
29201701	0.00130200621019403
29205441	0.145017816039731
29207901	0.0163328109842567
29243631	0.000845439655181367
29251231	0.0199926028448522
29257551	0.000329671063148271
29267141	0.000623012960819512
29277081	0.00535516493254434
29284331	0.00356787195773072
29286091	0.00163872731233629
29288251	0.00734851681431211
29289361	0.00426600830258325
29292171	0.00396739038559032
29297201	0.00434520235259986
29298431	0.00309234891705323
29300881	0.000832735101819864
29300941	0.00035549623260691
29304511	0.00339533162148224
29325391	0.00442054618670928
29344801	0.000944433702145454
29344861	0.00383388588790802
29346321	7.85834909010878e-05
29347841	0.000343469579496046
29347901	0.000283470057456628
29348781	0.000284672086504628
29352931	0.000994554994955007
29357321	0.00644460842012555
29361471	0.000101585813079217
29362581	7.07231902719946e-05
29362871	0.0086081842516331
29363051	0.000485790422619453
29367201	0.00282010717541281
29367321	0.0234794984502559
29375271	0.0080000354583321
29389891	0.000440471396986032
29391591	0.00125423780487441
29393401	0.000761564615043676
29400771	0.000334372925371917
29404571	0.000484858557406031
29409661	0.000207576168811577
29411411	0.000605439552700937
29413051	0.00147571975206745
29414921	0.00113601986148971
29421061	0.00913487518557217
29431471	0.0300133966782865
29435681	0.00056365664301529
29439191	0.013973851283302
29445271	0.00724463911826971
29448491	0.00100152861088464
29453171	0.0335636989017009
29455801	0.0909208141214629
29456851	0.0018196075848965
29458431	0.000421298684070759
29459541	0.00825709233883333
29459891	0.00583996642463108
29464861	0.000175317154880489
29479891	0.00729350218109841
29487201	0.0423124752179448
29497031	0.00145631811537169
29499951	0.0015128527655904
29512231	0.000351323221678798
29515161	0.00562391719699615
29522821	0.000370785752686221
29524631	0.0363578355755592
29525331	0.000584675915858649
29525741	0.000944328535068631
29527261	0.000183046280848716
29531531	0.00267429772188715
29532231	0.0005225039437268
29536971	0.00550512243396508
29541301	0.000382224378273393
29542231	0.000259445050240267
29542701	0.00487412993139167
29550191	0.000117035521638702
29554631	0.00135109560878938
29571531	0.000985544548340001
29575511	0.0131614460453988
29577321	0.000434591433365622
29587731	0.000545902679452355
29592761	0.00420803667097055
29593291	0.00734282065278701
29599311	0.000531922257598399
29601531	0.0024577691738286
29609371	0.000264546049503411
29610361	0.000647946926369507
29611301	0.000223466861469611
29614051	0.00471458916919461
29614981	0.0010496964528718
29618961	0.025467020424981
29624461	0.0110254087480581
29624751	0.00162351635209969
29628261	0.0086993649560893
29635041	0.000936081008195935
29643171	0.000329722408522704
29644281	0.000304931888913124
29652351	0.0327067406782075
29652941	0.00268018120219239
29661361	0.00511377123791121
29662821	0.00150074096105394
29673351	0.000937123864299407
29673641	0.00651389369844991
29678261	0.000409875757288337
29688611	0.0284438274915011
29691771	0.000132957263264185
29700661	0.00105059538452009
29710311	0.0034160558025897
29716451	0.000221249140001796
29717211	0.0172460264630443
29718201	0.00020621658794987
29733351	0.000344188628885015
29734111	0.000860825747983029
29735281	0.00324354888116833
29741301	0.000250410313158596
29747091	0.00028573924833316
29749721	0.00127662835305092
29755341	0.247501504456947
29760311	0.000159658208988483
29773581	0.000451519049302969
29777211	0.00610503656247089
29778261	0.000115596518138616
29780251	0.0107768434755058
29787911	0.00959065573815634
29794991	0.00252593395190124
29798791	0.000134551228919206
29804111	0.000446525518258072
29806391	0.000733190055054701
29814461	0.0107463877675144
29816331	0.0227089596426687
29818851	0.00301061066773703
29821301	0.000997529359734761
29821421	0.00145270181178682
29827911	0.0427837384000691
29852651	0.0602484658558113
29853881	0.0800522968497422
29854991	0.000851339491408222
29859841	0.000906912261115572
29861011	0.0158003545971262
29861891	0.000731767090327581
29869491	0.000205926249321096
29874171	0.00143510296589218
29905051	0.00574966429063752
29908031	0.00551251743269365
29914871	0.000704674329678265
29916451	0.00162742252401034
29919841	0.00434843899116778
29923701	0.0158375420701298
29924991	0.00315090556876547
29926451	0.000161876646610144
29932941	0.00167319759106594
29941421	0.00807876253936443
29944291	0.000675258160731066
29945871	0.00172164667506737
29949731	0.00420330261481544
29954111	0.187190528951775
29954991	0.000385793917401625
29955631	0.00037660021518305
29956101	0.0251215853742596
29960781	0.00407964034813572
29963881	0.000516708096444241
29964991	0.00138245900048544
29972831	0.000317479144302583
29981541	0.00223618898977773
29988381	0.000260846257125223
29996981	0.0026451366505479
30004521	0.00596663434956374
30010141	0.00210049984752226
30012711	0.0016341906518146
30015341	0.000338196737345554
30017391	0.00150323819626628
30024291	0.000325426563039883
30031721	0.000396484288563304
30035341	0.0371918362623584
30041541	0.0713083021476119
30042421	0.000819266177931362
30043471	0.000282323671753203
30050551	0.000274105497890431
30052891	0.000458931606295774
30053181	0.00125992445815627
30054291	0.0018014693055234
30054351	0.0014742701541573
30056571	0.00220102796058598
30065341	0.000371749785649367
30092541	0.00111362902688737
30109091	0.000787417164704655
